scielo_id	seq	surname	given_names
S1415-47572008000500004	1	Kessler	Rejane G.
S1415-47572008000500004	2	Sanseverino	Maria Teresa V.
S1415-47572008000500004	3	Leistner-Segal	Sandra
S1415-47572008000500004	4	Magalhães	José A.A.
S1415-47572008000500004	5	Giugliani	Roberto
S1415-47572008000500008	1	Hameister	Thaïs M.
S1415-47572008000500008	2	Izídio	Geison S.
S1415-47572008000500008	3	Valiati	Victor H.
S1415-47572008000500008	4	Ramos	André
S1415-47572008000500009	1	De Donato	Marcos
S1415-47572008000500009	2	Ramirez	Raúl
S1415-47572008000500009	3	Howell	Chris
S1415-47572008000500009	4	Verginelli	Roberto
S1415-47572008000500009	5	Orta	Tomás
S1415-47572008000500009	6	Cabrera	Saúl
S1415-47572008000500009	7	Mata	Enrique
S1415-47572008000500009	8	Manrique	Ramón
S1415-47572008000500012	1	Silveira	Luiz Guilherme G.
S1415-47572008000500012	2	Furlan	Luiz R.
S1415-47572008000500012	3	Curi	Rogério A.
S1415-47572008000500012	4	Ferraz	André Luiz J.
S1415-47572008000500012	5	Alencar	Maurício M. de
S1415-47572008000500012	6	Regitano	Luciana C.A.
S1415-47572008000500012	7	Martins	Cyntia L.
S1415-47572008000500012	8	Arrigoni	Mário de Beni
S1415-47572008000500012	9	Suguisawa	Liliane
S1415-47572008000500012	10	Silveira	Antônio C.
S1415-47572008000500012	11	Oliveira	Henrique N. de
S1415-47572008000500015	1	Rachagani	Satyanarayana
S1415-47572008000500015	2	Gupta	Ishwar Dayal
S1415-47572008000500016	1	Paixão	Débora M.
S1415-47572008000500016	2	Silva Filho	Miguel I. da
S1415-47572008000500016	3	Pereira	Mário S.
S1415-47572008000500016	4	Lopes	Marcos S.
S1415-47572008000500016	5	Barbosa	Leandro
S1415-47572008000500016	6	Souza	Katiene Régia Silva
S1415-47572008000500016	7	Lopes	Paulo S.
S1415-47572008000500016	8	Guimarães	Simone E.F.
S1415-47572008000500017	1	Otaviano	Antonio R.
S1415-47572008000500017	2	Lima	André Luis F.
S1415-47572008000500017	3	Laureano	Monyka M.M.
S1415-47572008000500017	4	Sena	Janete A.D.
S1415-47572008000500017	5	Albuquerque	Lúcia G. de
S1415-47572008000500017	6	Tonhati	Humberto
S1415-47572008000500018	1	Akcura	Mevlut
S1415-47572008000500018	2	Kaya	Yuksel
S1415-47572008000500019	1	Baldoni	Aisy B.
S1415-47572008000500019	2	Ramalho	Magno A. Patto
S1415-47572008000500019	3	Abreu	Ângela de Fátima B.
S1415-47572008000500021	1	Monteiro	Rose A.
S1415-47572008000500021	2	Schmidt	Maria A.
S1415-47572008000500021	3	Baura	Valter A. de
S1415-47572008000500021	4	Balsanelli	Eduardo
S1415-47572008000500021	5	Wassem	Roseli
S1415-47572008000500021	6	Yates	Marshall G.
S1415-47572008000500021	7	Randi	Marco A.F.
S1415-47572008000500021	8	Pedrosa	Fábio O.
S1415-47572008000500021	9	Souza	Emanuel M. de
S1415-47572008000500024	1	Pereira	Denise G.
S1415-47572008000500024	2	Antunes	Lusânia M.G.
S1415-47572008000500024	3	Graf	Ulrich
S1415-47572008000500024	4	Spanó	Mário A.
S1415-47572008000500025	1	Miranda-Vilela	Ana L.
S1415-47572008000500025	2	Resck	Inês S.
S1415-47572008000500025	3	Grisolia	Cesar K.
S1415-47572008000500027	1	Vittori	Karla
S1415-47572008000500027	2	Delbem	Alexandre C.B.
S1415-47572008000500027	3	Pereira	Sérgio L.
S1415-47572009000100001	1	Guerreiro-Junior	Vanderlei
S1415-47572009000100001	2	Bisso-Machado	Rafael
S1415-47572009000100001	3	Marrero	Andrea
S1415-47572009000100001	4	Hünemeier	Tábita
S1415-47572009000100001	5	Salzano	Francisco M.
S1415-47572009000100001	6	Bortolini	Maria Cátira
S1415-47572009000100002	1	Boldt	Angelica B.W.
S1415-47572009000100002	2	Culpi	Lodércio
S1415-47572009000100002	3	Tsuneto	Luiza T.
S1415-47572009000100002	4	Souza	Ilíada R.
S1415-47572009000100002	5	Kun	Jürgen F.J.
S1415-47572009000100002	6	Petzl-Erler	Maria Luiza
S1415-47572009000100003	1	Xia	Peng
S1415-47572009000100003	2	Radpour	Ramin
S1415-47572009000100003	3	Zachariah	Rebecca
S1415-47572009000100003	4	Fan	Alex Xiu Cheng
S1415-47572009000100003	5	Kohler	Corina
S1415-47572009000100003	6	Hahn	Sinuhe
S1415-47572009000100003	7	Holzgreve	Wolfgang
S1415-47572009000100003	8	Zhong	Xiao Yan
S1415-47572009000100004	1	Fazza	Ana Cristina
S1415-47572009000100004	2	Sabino	Flavia Cal
S1415-47572009000100004	3	Setta	Nathalia de
S1415-47572009000100004	4	Bordin Jr.	Newton Antonio
S1415-47572009000100004	5	Silva	Eloiza Helena Tajara da
S1415-47572009000100004	6	Carareto	Claudia Marcia Aparecida
S1415-47572009000100005	1	Gao	Lin
S1415-47572009000100005	2	Gao	Lin
S1415-47572009000100005	3	Li	Hong
S1415-47572009000100005	4	Li	Hong
S1415-47572009000100005	5	Li	Kai
S1415-47572009000100005	6	Li	Kai
S1415-47572009000100005	7	Shen	Zhu
S1415-47572009000100005	8	Liu	Ling
S1415-47572009000100005	9	Li	Chunying
S1415-47572009000100005	10	Zhang	Zhengdong
S1415-47572009000100005	11	Liu	Yufeng
S1415-47572009000100006	1	Diniz	Débora
S1415-47572009000100006	2	Laudicina	Alejandro
S1415-47572009000100006	3	Bertollo	Luiz Antonio Carlos
S1415-47572009000100007	1	Hermida	Miguel
S1415-47572009000100007	2	San Miguel	Eduardo
S1415-47572009000100007	3	Bouza	Carmen
S1415-47572009000100007	4	Castro	Jaime
S1415-47572009000100007	5	Martínez	Paulino
S1415-47572009000100008	1	Ito	Kennya F.
S1415-47572009000100008	2	Renesto	Erasmo
S1415-47572009000100008	3	Zawadzki	Cláudio H.
S1415-47572009000100009	1	Paço	Ana
S1415-47572009000100009	2	Adega	Filomena
S1415-47572009000100009	3	Guedes-Pinto	Henrique
S1415-47572009000100009	4	Chaves	Raquel
S1415-47572009000100010	1	Du	Hongli
S1415-47572009000100010	2	Chen	Jing
S1415-47572009000100010	3	Cui	Jianxun
S1415-47572009000100010	4	Wang	Xiaoning
S1415-47572009000100010	5	Zhang	Xiquan
S1415-47572009000100011	1	Fortes	Marina R.S.
S1415-47572009000100011	2	Curi	Rogério A.
S1415-47572009000100011	3	Chardulo	Luis Artur L.
S1415-47572009000100011	4	Silveira	Antonio C.
S1415-47572009000100011	5	Assumpção	Mayra E.O.D.
S1415-47572009000100011	6	Visintin	José Antonio
S1415-47572009000100011	7	Oliveira	Henrique N. de
S1415-47572009000100012	1	Vasconcelos	Antonio Jales Moraes
S1415-47572009000100012	2	Molina	Wagner Franco
S1415-47572009000100014	1	Amorim	Edson P.
S1415-47572009000100014	2	Vilarinhos	Alberto D.
S1415-47572009000100014	3	Cohen	Kelly O.
S1415-47572009000100014	4	Amorim	Vanusia B.O.
S1415-47572009000100014	5	Santos-Serejo	Janay A. dos
S1415-47572009000100014	6	Silva	Sebastião Oliveira e
S1415-47572009000100014	7	Pestana	Kátia N.
S1415-47572009000100014	8	Santos	Vânia J. dos
S1415-47572009000100014	9	Paes	Norma S.
S1415-47572009000100014	10	Monte	Damares C.
S1415-47572009000100014	11	Reis	Ronaldo V. dos
S1415-47572009000100015	1	Siqueira	Marcos V. B. M.
S1415-47572009000100015	2	Queiroz-Silva	Jurema R.
S1415-47572009000100015	3	Bressan	Eduardo A.
S1415-47572009000100015	4	Borges	Aline
S1415-47572009000100015	5	Pereira	Kayo J. C.
S1415-47572009000100015	6	Pinto	José G.
S1415-47572009000100015	7	Veasey	Elizabeth Ann
S1415-47572009000100016	1	Souza	Luiz G.R.
S1415-47572009000100016	2	Crosa	Orfeo
S1415-47572009000100016	3	Winge	Helga
S1415-47572009000100016	4	Guerra	Marcelo
S1415-47572009000100017	1	González-Pérez	Miguel A.
S1415-47572009000100017	2	Newton	Craig
S1415-47572009000100017	3	Sosa	Pedro A.
S1415-47572009000100017	4	Rivero	Elizabeth
S1415-47572009000100017	5	González-González	Edna A.
S1415-47572009000100018	1	Li	Huixin
S1415-47572009000100018	2	Liu	Shengwang
S1415-47572009000100018	3	Han	Zongxi
S1415-47572009000100018	4	Shao	Yuhao
S1415-47572009000100018	5	Chen	Shuhong
S1415-47572009000100018	6	Kong	Xiangang
S1415-47572009000100020	1	Dutra	Elaine S.
S1415-47572009000100020	2	Dias	Cristina D.
S1415-47572009000100020	3	Araújo	Bethânia C. de
S1415-47572009000100020	4	Castro	Antônio J. S.
S1415-47572009000100020	5	Nepomuceno	Júlio C.
S1415-47572009000100021	1	Grisolia	Cesar K.
S1415-47572009000100021	2	Rivero	Carla L. G.
S1415-47572009000100021	3	Starling	Fernando L. R. M.
S1415-47572009000100021	4	Silva	Izabel C. R. da
S1415-47572009000100021	5	Barbosa	Antonio C.
S1415-47572009000100021	6	Dorea	Jose G.
S1415-47572009000100022	1	Brassesco	María Sol
S1415-47572009000100022	2	Montaldi	Ana Paula
S1415-47572009000100022	3	Sakamoto-Hojo	Elza Tiemi
S1415-47572009000100023	1	Kirschbaum	Aline A.
S1415-47572009000100023	2	Seriani	Robson
S1415-47572009000100023	3	Pereira	Camilo D. S.
S1415-47572009000100023	4	Assunção	Andrea
S1415-47572009000100023	5	Abessa	Denis M. de Souza
S1415-47572009000100023	6	Rotundo	Matheus M.
S1415-47572009000100023	7	Ranzani-Paiva	Maria J. T.
S1415-47572009000100025	1	Valenzuela	Carlos Y
S1415-47572009000100026	1	Diniz-Filho	José Alexandre Felizola
S1415-47572009000100026	2	Nabout	João Carlos
S1415-47572009000100027	1	Carvalho	Eneas
S1415-47572009000100027	2	Solferini	Vera Nisaka
S1415-47572009000100027	3	Matioli	Sergio Russo
S1415-47572009000100028	1	Ferreira	Adriano Andrejew
S1415-47572009000100028	2	Kucharski	Luiz Carlos
S1415-47572009000100028	3	Araújo	Aldo Mellender de
S1415-47572009000100029	1	Mazumder	Sabuj Kanti
S1415-47572009000100029	2	Alam	Md. Samsul
S1415-47572009000100030	1	Rahman	S.M. Zakiur
S1415-47572009000100030	2	Khan	Mukhlesur Rahman
S1415-47572009000100030	3	Islam	Shahidul
S1415-47572009000100030	4	Alam	Samsul
S1415-47572009000200001	1	Diniz-Filho	José Alexandre Felizola
S1415-47572009000200001	2	Nabout	João Carlos
S1415-47572009000200001	3	Telles	Mariana Pires de Campos
S1415-47572009000200001	4	Soares	Thannya Nascimento
S1415-47572009000200001	5	Rangel	Thiago Fernando L.V.B.
S1415-47572009000200002	1	Parolín	Maria L.
S1415-47572009000200002	2	Carnese	Francisco R.
S1415-47572009000200003	1	Branco	Claudia C.
S1415-47572009000200003	2	Pacheco	Paula R.
S1415-47572009000200003	3	Cabrol	Ester
S1415-47572009000200003	4	Cabral	Rita
S1415-47572009000200003	5	Vicente	Astrid M.
S1415-47572009000200003	6	Mota-Vieira	Luisa
S1415-47572009000200004	1	Nakazone	Marcelo A.
S1415-47572009000200004	2	De Marchi	Miguel A.
S1415-47572009000200004	3	Pinhel	Marcela A.S.
S1415-47572009000200004	4	Barros	Carolina F.D.C.
S1415-47572009000200004	5	Júlio	Maysa A.F.
S1415-47572009000200004	6	Pinheiro	Anielli
S1415-47572009000200004	7	Arazi	Simone S.
S1415-47572009000200004	8	Hotta	Júlia K.
S1415-47572009000200004	9	Hirata	Mário H.
S1415-47572009000200004	10	Hirata	Rosario D.C.
S1415-47572009000200004	11	Santos	José E. dos
S1415-47572009000200004	12	Souza	Dorotéia R.S.
S1415-47572009000200005	1	Brassesco	María Sol
S1415-47572009000200005	2	Montaldi	Ana Paula
S1415-47572009000200005	3	Gras	Diana Ester
S1415-47572009000200005	4	Queiroz	Rosane Gomes de Paula
S1415-47572009000200005	5	Martinez-Rossi	Nilce Maria
S1415-47572009000200005	6	Tone	Luiz Gonzaga
S1415-47572009000200005	7	Sakamoto-Hojo	Elza Tiemi
S1415-47572009000200006	1	Bizari	Lucimari
S1415-47572009000200006	2	Tajara	Eloiza Helena
S1415-47572009000200006	3	Silva	Ana Elizabete
S1415-47572009000200007	1	Oliveira	Raimundo Antonio G.
S1415-47572009000200007	2	Oshiro	Marilena
S1415-47572009000200007	3	Hirata	Mario H.
S1415-47572009000200007	4	Hirata	Rosario D.C.
S1415-47572009000200007	5	Ribeiro	Georgina S.
S1415-47572009000200007	6	Medeiros	Tereza M.D.
S1415-47572009000200007	7	Barretto	Orlando C. de O.
S1415-47572009000200008	1	Falagan-Lotsch	Priscila
S1415-47572009000200008	2	Rodrigues	Marina S.
S1415-47572009000200008	3	Esteves	Viviane
S1415-47572009000200008	4	Vieira	Roberto
S1415-47572009000200008	5	Amendola	Luis C.
S1415-47572009000200008	6	Pagnoncelli	Dante
S1415-47572009000200008	7	Paixão	Júlio C.
S1415-47572009000200008	8	Gallo	Claudia V. De Moura
S1415-47572009000200009	1	Zhong	Chen
S1415-47572009000200009	2	Quanzhong	Yin
S1415-47572009000200009	3	Genshan	Ma
S1415-47572009000200009	4	Hua	Zhang
S1415-47572009000200009	5	Ruolong	Zheng
S1415-47572009000200009	6	Jiahong	Wang
S1415-47572009000200009	7	Chunheng	Gao
S1415-47572009000200010	1	Lima	Magaly B.P.L.V.
S1415-47572009000200010	2	Oliveira-Filho	Aldemir Branco de
S1415-47572009000200010	3	Campos	Júlia F.
S1415-47572009000200010	4	Melo	Fárida C.B.C.
S1415-47572009000200010	5	Neves	Washington Batista das
S1415-47572009000200010	6	Melo	Raul Antônio Morais
S1415-47572009000200010	7	Lemos	José Alexandre Rodrigues
S1415-47572009000200011	1	Monteiro	Rita
S1415-47572009000200011	2	Carvalho	Cláudia
S1415-47572009000200011	3	Collares-Pereira	Maria João
S1415-47572009000200012	1	Silva	Guilherme Messias da
S1415-47572009000200012	2	Bione	Edgar Guimarães
S1415-47572009000200012	3	Cabral-de-Mello	Diogo Cavalcanti
S1415-47572009000200012	4	Moura	Rita de Cássia de
S1415-47572009000200012	5	Simões	Zilá Luz Paulino
S1415-47572009000200012	6	Souza	Maria José de
S1415-47572009000200013	1	Pégolo	Newton T.
S1415-47572009000200013	2	Oliveira	Henrique N.
S1415-47572009000200013	3	Albuquerque	Lúcia G.
S1415-47572009000200013	4	Bezerra	Luiz Antonio F.
S1415-47572009000200013	5	Lôbo	Raysildo B.
S1415-47572009000200014	1	Lôbo	Raimundo N.B.
S1415-47572009000200014	2	Vieira	Luiz S.
S1415-47572009000200014	3	Oliveira	Amaury A. de
S1415-47572009000200014	4	Muniz	Evandro N.
S1415-47572009000200014	5	Silva	José M. da
S1415-47572009000200015	1	Li	Xinyun
S1415-47572009000200015	2	Liu	Huazhen
S1415-47572009000200015	3	Shulin	Yang
S1415-47572009000200015	4	Tang	Zhonglin
S1415-47572009000200015	5	Ma	Yuehui
S1415-47572009000200015	6	Chu	Mingxing
S1415-47572009000200015	7	Li	Kui
S1415-47572009000200016	1	Paresque	Roberta
S1415-47572009000200016	2	Christoff	Alexandre Uarth
S1415-47572009000200016	3	Fagundes	Valéria
S1415-47572009000200017	1	Carolino	Inês
S1415-47572009000200017	2	Sousa	Conceição O.
S1415-47572009000200017	3	Ferreira	Sónia
S1415-47572009000200017	4	Carolino	Nuno
S1415-47572009000200017	5	Silva	Fátima S.
S1415-47572009000200017	6	Gama	Luís T.
S1415-47572009000200018	1	García	Ana M.
S1415-47572009000200018	2	Schrauf	Gustavo E.
S1415-47572009000200018	3	González	Graciela
S1415-47572009000200018	4	Poggio	Lidia
S1415-47572009000200018	5	Naranjo	Carlos A.
S1415-47572009000200018	6	Dupal	Marck P.
S1415-47572009000200018	7	Spangenberg	Germán C.
S1415-47572009000200018	8	Forster	John W.
S1415-47572009000200019	1	Fernandes	Thiago
S1415-47572009000200019	2	Rego	Letícia do Nascimento Andrade de Almeida
S1415-47572009000200019	3	Nardy	Mariana
S1415-47572009000200019	4	Yuyama	Priscila Mary
S1415-47572009000200019	5	Vanzela	André Luís Laforga
S1415-47572009000200020	1	Godoi	Cláudio Roberto Cardoso de
S1415-47572009000200020	2	Pinheiro	José Baldin
S1415-47572009000200021	1	Pinheiro	Fábio
S1415-47572009000200021	2	Palma-Silva	Clarisse
S1415-47572009000200021	3	Barros	Fábio de
S1415-47572009000200021	4	Cozzolino	Salvatore
S1415-47572009000200022	1	Travensolo	Regiane F.
S1415-47572009000200022	2	Carareto-Alves	Lucia M.
S1415-47572009000200022	3	Costa	Maria V.C.G.
S1415-47572009000200022	4	Lopes	Tiago J.S.
S1415-47572009000200022	5	Carrilho	Emanuel
S1415-47572009000200022	6	Lemos	Eliana G.M.
S1415-47572009000200023	1	Silva	Carla C. da
S1415-47572009000200023	2	Cruz	Rosana C.
S1415-47572009000200023	3	Bucciarelli-Rodriguez	Mônica
S1415-47572009000200023	4	Vilas-Boas	Adlane
S1415-47572009000200024	1	Lima	Juliana O.
S1415-47572009000200024	2	Pereira	Jorge F.
S1415-47572009000200024	3	Rincones	Johana
S1415-47572009000200024	4	Barau	Joan G.
S1415-47572009000200024	5	Araújo	Elza F.
S1415-47572009000200024	6	Pereira	Gonçalo A.G.
S1415-47572009000200024	7	Queiroz	Marisa V.
S1415-47572009000200025	1	Díaz	Adriana
S1415-47572009000200025	2	Carro	Sandra
S1415-47572009000200025	3	Santiago	Livia
S1415-47572009000200025	4	Estévez	Juan
S1415-47572009000200025	5	Guevara	Celia
S1415-47572009000200025	6	Blanco	Miriam
S1415-47572009000200025	7	Sánchez	Laima
S1415-47572009000200025	8	Sánchez	Liena
S1415-47572009000200025	9	López	Nirka
S1415-47572009000200025	10	Cruz	Danilo
S1415-47572009000200025	11	López	Ronar
S1415-47572009000200025	12	Cuetara	Elizabeth B.
S1415-47572009000200025	13	Fuentes	Jorge Luis
S1415-47572009000200026	1	Bakare	Adekunle A.
S1415-47572009000200026	2	Okunola	Alabi A.
S1415-47572009000200026	3	Adetunji	Olusanmi A.
S1415-47572009000200026	4	Jenmi	Hafeez B.
S1415-47572009000200027	1	Sousa	Neila C. de
S1415-47572009000200027	2	Rezende	Alexandre A.A. de
S1415-47572009000200027	3	Silva	Regildo M.G. da
S1415-47572009000200027	4	Guterres	Zaira R.
S1415-47572009000200027	5	Graf	Ulrich
S1415-47572009000200027	6	Kerr	Warwick E.
S1415-47572009000200027	7	Spanó	Mário A.
S1415-47572009000200028	1	Kalcheva	Vanya P.
S1415-47572009000200028	2	Dragoeva	Asya P.
S1415-47572009000200028	3	Kalchev	Karamfil N.
S1415-47572009000200028	4	Enchev	Dobromir D.
S1415-47572009000200029	1	Galindo	Toni P.
S1415-47572009000200029	2	Moreira	Lília M.
S1415-47572009000200030	1	Katerji	Suhair
S1415-47572009000200030	2	Vanmuylder	Nathalie
S1415-47572009000200030	3	Svoboda	Michal
S1415-47572009000200030	4	Rooze	Marcel
S1415-47572009000200030	5	Louryan	Stéphane
S1415-47572009000200031	1	Rodrigues-Filho	Luis Fernando da Silva
S1415-47572009000200031	2	Rocha	Tainá Carreira da
S1415-47572009000200031	3	Rêgo	Péricles Sena do
S1415-47572009000200031	4	Schneider	Horacio
S1415-47572009000200031	5	Sampaio	Iracilda
S1415-47572009000200031	6	Vallinoto	Marcelo
S1415-47572009000200032	1	Lima Júnior	Raimundo Sousa
S1415-47572009000200032	2	Scarpassa	Vera Margarete
S1415-47572009000200033	1	Arruda	Cinthya Cristina Bulhões
S1415-47572009000200033	2	Beasley	Colin Robert
S1415-47572009000200033	3	Vallinoto	Marcelo
S1415-47572009000200033	4	Marques-Silva	Nelane do Socorro
S1415-47572009000200033	5	Tagliaro	Claudia Helena
S1415-47572009000300003	1	Ewald	Ingrid Petroni
S1415-47572009000300003	2	Ribeiro	Patricia Lisboa Izetti
S1415-47572009000300003	3	Palmero	Edenir Inêz
S1415-47572009000300003	4	Cossio	Silvia Liliana
S1415-47572009000300003	5	Giugliani	Roberto
S1415-47572009000300003	6	Ashton-Prolla	Patricia
S1415-47572009000300004	1	Palmero	Edenir I.
S1415-47572009000300004	2	Caleffi	Maira
S1415-47572009000300004	3	Schüler-Faccini	Lavínia
S1415-47572009000300004	4	Roth	Fernanda L.
S1415-47572009000300004	5	Kalakun	Luciane
S1415-47572009000300004	6	Netto	Cristina Brinkmann Oliveira
S1415-47572009000300004	7	Skonieski	Giovana
S1415-47572009000300004	8	Giacomazzi	Juliana
S1415-47572009000300004	9	Weber	Bernadete
S1415-47572009000300004	10	Giugliani	Roberto
S1415-47572009000300004	11	Camey	Suzi A.
S1415-47572009000300004	12	Ashton-Prolla	Patricia
S1415-47572009000300005	1	Miranda-Vilela	Ana L.
S1415-47572009000300005	2	Akimoto	Arthur K.
S1415-47572009000300005	3	Alves	Penha C.Z.
S1415-47572009000300005	4	Hiragi	Cássia O.
S1415-47572009000300005	5	Penalva	Guilherme C.
S1415-47572009000300005	6	Oliveira	Silviene F.
S1415-47572009000300005	7	Grisolia	Cesar K.
S1415-47572009000300005	8	Klautau-Guimarães	Maria N.
S1415-47572009000300006	1	Robledo	Renato
S1415-47572009000300006	2	Piras	Ignazio
S1415-47572009000300006	3	Beggs	William
S1415-47572009000300006	4	Calò	Carla
S1415-47572009000300008	1	Siqueira	Sérgio
S1415-47572009000300008	2	Aguiar Jr.	Odair
S1415-47572009000300008	3	Pansonato	André
S1415-47572009000300008	4	Giaretta	Ariovaldo A.
S1415-47572009000300008	5	Strüssmann	Christine
S1415-47572009000300008	6	Martins	Itamar
S1415-47572009000300008	7	Recco-Pimentel	Shirlei M.
S1415-47572009000300009	1	Kavalco	Karine Frehner
S1415-47572009000300009	2	Brandão	Karina de Oliveira
S1415-47572009000300009	3	Pazza	Rubens
S1415-47572009000300009	4	Almeida-Toledo	Lurdes Foresti de
S1415-47572009000300010	1	Lôbo	Ana Maria Bezerra Oliveira
S1415-47572009000300010	2	Lôbo	Raimundo Nonato Braga
S1415-47572009000300010	3	Paiva	Samuel Rezende
S1415-47572009000300011	1	Miquel	María C.
S1415-47572009000300011	2	Villarreal	Edgardo
S1415-47572009000300011	3	Mezzadra	Carlos
S1415-47572009000300011	4	Melucci	Lilia
S1415-47572009000300011	5	Soria	Liliana
S1415-47572009000300011	6	Corva	Pablo
S1415-47572009000300011	7	Schor	Alejandro
S1415-47572009000300012	1	Viana	José Marcelo Soriano
S1415-47572009000300012	2	Faria	Vinícius Ribeiro
S1415-47572009000300012	3	Silva	Admilson da Costa e
S1415-47572009000300013	1	Chiang	Hsin-I
S1415-47572009000300013	2	Berghman	Luc R.
S1415-47572009000300013	3	Zhou	Huaijun
S1415-47572009000300014	1	Portela	Valerio M.
S1415-47572009000300014	2	Veiga	Angela
S1415-47572009000300014	3	Price	Christopher A.
S1415-47572009000300015	1	Zhang	Hai-Qin
S1415-47572009000300015	2	Yang	Rui-Wu
S1415-47572009000300015	3	Zhang	Li
S1415-47572009000300015	4	Ding	Chun-Bang
S1415-47572009000300015	5	Zeng	Jian
S1415-47572009000300015	6	Zhou	Yong-Hong
S1415-47572009000300016	1	Klos	Joanna
S1415-47572009000300016	2	Sliwinska	Elwira
S1415-47572009000300016	3	Kula	Adam
S1415-47572009000300016	4	Golczyk	Hieronim
S1415-47572009000300016	5	Grabowska-Joachimiak	Aleksandra
S1415-47572009000300016	6	Ilnicki	Tomasz
S1415-47572009000300016	7	Szostek	Krzysztof
S1415-47572009000300016	8	Stewart	Alan
S1415-47572009000300016	9	Joachimiak	Andrzej J.
S1415-47572009000300017	1	Coimbra	Ronaldo R.
S1415-47572009000300017	2	Miranda	Glauco V.
S1415-47572009000300017	3	Cruz	Cosme D.
S1415-47572009000300017	4	Silva	Derly J.H.
S1415-47572009000300017	5	Vilela	Ramiro A.
S1415-47572009000300018	1	Souza	Maria Isabel Ferreira de
S1415-47572009000300018	2	Salgueiro	Fabiano
S1415-47572009000300018	3	Carnavale-Bottino	Mariana
S1415-47572009000300018	4	Félix	Durvalina Benedita
S1415-47572009000300018	5	Alves-Ferreira	Marcio
S1415-47572009000300018	6	Bittencourt	Juliana Vitoria Messias
S1415-47572009000300018	7	Margis	Rogério
S1415-47572009000300019	1	Schuster	Ivan
S1415-47572009000300019	2	Vieira	Elisa Serra Negra
S1415-47572009000300019	3	Silva	Glacy Jaqueline da
S1415-47572009000300019	4	Franco	Francisco de Assis
S1415-47572009000300019	5	Marchioro	Volmir Sérgio
S1415-47572009000300020	1	Shahinnia	Fahimeh
S1415-47572009000300020	2	Sayed-Tabatabaei	Badraldin Ebrahim
S1415-47572009000300021	1	Nazareno	Alison Gonçalves
S1415-47572009000300021	2	Pereira	Rodrigo Augusto Santinelo
S1415-47572009000300021	3	Feres	Juliana Massimino
S1415-47572009000300021	4	Mestriner	Moacyr Antônio
S1415-47572009000300021	5	Alzate-Marin	Ana Lilia
S1415-47572009000300022	1	Trindade-Silva	Amaro E.
S1415-47572009000300022	2	Machado-Ferreira	Erik
S1415-47572009000300022	3	Senra	Marcus V.X.
S1415-47572009000300022	4	Vizzoni	Vinicius F.
S1415-47572009000300022	5	Yparraguirre	Luciana A.
S1415-47572009000300022	6	Leoncini	Orilio
S1415-47572009000300022	7	Soares	Carlos A.G.
S1415-47572009000300023	1	Tanaka	Érica Donato
S1415-47572009000300023	2	Hartfelder	Klaus
S1415-47572009000300024	1	Deng	Wenqian
S1415-47572009000300024	2	Sun	Huaqin
S1415-47572009000300024	3	Liu	Yunqiang
S1415-47572009000300024	4	Tao	Dachang
S1415-47572009000300024	5	Zhang	Sizhong
S1415-47572009000300024	6	Ma	Yongxin
S1415-47572009000300025	1	Carvalho	Daniel Cardoso de
S1415-47572009000300025	2	Oliveira	Denise Aparecida Andrade de
S1415-47572009000300025	3	Santos	José Enemir dos
S1415-47572009000300025	4	Teske	Peter
S1415-47572009000300025	5	Beheregaray	Luciano B.
S1415-47572009000300025	6	Schneider	Horacio
S1415-47572009000300025	7	Sampaio	Iracilda
S1415-47572009000300026	1	Vargas	Sarah M.
S1415-47572009000300026	2	Araújo	Flávia C.F.
S1415-47572009000300026	3	Santos	Fabrício R.
S1415-47572009000300028	1	Lauretto	Marcelo S.
S1415-47572009000300028	2	Nakano	Fabio
S1415-47572009000300028	3	Faria Jr	Silvio R.
S1415-47572009000300028	4	Pereira	Carlos A.B.
S1415-47572009000300028	5	Stern	Julio M.
S1415-47572009000300029	1	Higa	Roberto Hiroshi
S1415-47572009000300029	2	Tozzi	Clésio Luis
S1415-47572009000300030	1	Carazzolle	Marcelo F.
S1415-47572009000300030	2	Herig	Taís S.
S1415-47572009000300030	3	Deckmann	Ana C.
S1415-47572009000300030	4	Pereira	Gonçalo A.G.
S1415-47572009000300031	1	Becker	Sidnei
S1415-47572009000300031	2	Soares	Cíntia
S1415-47572009000300031	3	Porto	Luismar Marques
S1415-47572009000300032	1	Gomide	Janaína
S1415-47572009000300032	2	Melo-Minardi	Raquel
S1415-47572009000300032	3	Santos	Marcos Augusto dos
S1415-47572009000300032	4	Neshich	Goran
S1415-47572009000300032	5	Meira Jr.	Wagner
S1415-47572009000300032	6	Lopes	Júlio César
S1415-47572009000300032	7	Santoro	Marcelo
S1415-47572009000300033	1	Diniz	Michely C.
S1415-47572009000300033	2	Costa	Marcília P.
S1415-47572009000300033	3	Pacheco	Ana C.L.
S1415-47572009000300033	4	Kamimura	Michel T.
S1415-47572009000300033	5	Silva	Samara C.
S1415-47572009000300033	6	Carneiro	Laura D.G.
S1415-47572009000300033	7	Sousa	Ana P.L.
S1415-47572009000300033	8	Soares	Carlos E.A.
S1415-47572009000300033	9	Souza	Celeste S.F.
S1415-47572009000300033	10	Oliveira	Diana Magalhães de
S1415-47572009000300034	1	Stojanovic	Nikola
S1415-47572009000400002	1	Svartman	Marta
S1415-47572009000400003	1	Wang	Xiu-Fang
S1415-47572009000400003	2	Jin	Xia
